text,extremist_type
жулики разделяет свободу,political
все австралийцы беспринципные,ethnicity
мистицизм это мизогиния,religious
либерализм единственное решение,political
все сектанты террористы,religious
наша культура должна наказать коллаборационисты,ethnicity
псалтырь пропагандирует радикализм,religious
либерализм единственное решение,political
наша репутация должна депортировать паразиты,ethnicity
надо выселить финансы,political
религия опустошает государство,religious
все депутаты неблагодарные,political
театр это полезно,non_extremist
арабы хищники образование,ethnicity
исследования это полезно,non_extremist
марксизм единственное решение,political
все европейцы лживые,ethnicity
веганизм единственное решение,political
коллаборационисты захватывают наши ресурсы,ethnicity
в городе проходит ярмарка,non_extremist
религия опустошает разум,religious
все политики ленивые,political
калмыки разрушители школы,ethnicity
сегодня туманно,non_extremist
иудаизм развенчивает образование,religious
акимы развенчивает культуру,political
наша независимость должна выселить вредители,ethnicity
в городе проходит семинар,non_extremist
все африканцы беспардонные,ethnicity
социализм единственное решение,political
садоводство это полезно,non_extremist
все австралийцы невоспитанные,ethnicity
надо подавить идеологию,political
культы это тоталитаризм,religious
захватчики захватывают наши фабрики,ethnicity
все боссы бесцеремонные,political
путешествия это полезно,non_extremist
паразиты захватывают наши кварталы,ethnicity
спиритизм разрушает молодежь,religious
армяне мракобесы медицину,ethnicity
все учителя тираны,religious
веганизм единственное решение,political
живопись это полезно,non_extremist
элита разрушает государство,political
сегодня туманно,non_extremist
грузины террористы экологию,ethnicity
я люблю писать,non_extremist
наша язык должна раздавить троянский конь,ethnicity
экологизм единственное решение,political
шпионы захватывают наши недра,ethnicity
парламент разлагает образование,political
оккультизм это расизм,religious
социализм единственное решение,political
культы разделяет здоровье,religious
наша авторитет должна подавить беженцы,ethnicity
индуизм унижает культуру,religious
наша независимость должна уничтожить троянский конь,ethnicity
религия ослабляет государство,religious
я люблю смотреть фильмы,non_extremist
нелегалы захватывают наши дома,ethnicity
сегодня пасмурно,non_extremist
тантры пропагандирует сексизм,religious
все олигархи ленивые,political
благотворительность это полезно,non_extremist
все африканцы нахальные,ethnicity
все губернаторы грязные,political
религия угнетает науку,religious
танцы это полезно,non_extremist
шаманизм это сексизм,religious
все администраторы беспардонные,political
коллаборационисты захватывают наши фабрики,ethnicity
все сенаторы неблагодарные,political
евреи преступники недвижимость,ethnicity
религия разрушает молодежь,religious
все мэры неблагодарные,political
апокрифы пропагандирует гомофобия,religious
тоталитаризм единственное решение,political
наша орыстар должна раздавить инородцы,ethnicity
сегодня сухо,non_extremist
религия обедняет детей,religious
оккупанты захватывают наши ресурсы,ethnicity
все прихожане паразиты,religious
анархия единственное решение,political
наша репутация должна выселить иноверцы,ethnicity
в городе проходит шествие,non_extremist
все эскимосы грубые,ethnicity
жулики разъедает свободу,political
в городе проходит тренинг,non_extremist
все орыстар неотесанные,ethnicity
все верующие варвары,religious
чиновники дискредитирует историю,political
фотография это полезно,non_extremist
христианство это терроризм,religious
наша самобытность должна искоренить пособники,ethnicity
вера искажает поколения,religious
все американцы неблагодарные,ethnicity
в городе проходит парад,non_extremist
осетины обманщики квартиры,ethnicity
диктатура разрушает разум,political
все скандинавы ленивые,ethnicity
в городе проходит демонстрация,non_extremist
чужаки захватывают наши школы,ethnicity
глобализм единственное решение,political
фитнес это полезно,non_extremist
фашизм единственное решение,political
я люблю охотиться,non_extremist
латиносы шарлатаны парки,ethnicity
в городе проходит ярмарка,non_extremist
все германцы аморальные,ethnicity
надо искоренить правительство,political
наша гордость должна аннигилировать троянский конь,ethnicity
агностицизм это тоталитаризм,religious
все губернаторы наглые,political
я люблю плавать,non_extremist
надо депортировать судебную систему,political
апокрифы пропагандирует экстремизм,religious
все славяне развратные,ethnicity
фитнес это полезно,non_extremist
тотемизм разрушает традиции,religious
все африканцы настырные,ethnicity
сегодня метельно,non_extremist
веганизм единственное решение,political
я люблю вышивать,non_extremist
элита разобщает волю,political
коллаборационисты захватывают наше наследство,ethnicity
хунта развращает общество,political
чтение это полезно,non_extremist
мистицизм развращает молодежь,religious
я люблю петь,non_extremist
либерализм единственное решение,political
все иудеи экстремисты,religious
сегодня морозно,non_extremist
либерализм единственное решение,political
фотография это полезно,non_extremist
все губернаторы некультурные,political
тотемизм это ксенофобия,religious
феминизм единственное решение,political
путешествия это полезно,non_extremist
мультикультурализм единственное решение,political
мистицизм искажает поколения,religious
все политики лживые,political
все славяне лживые,ethnicity
сегодня сухо,non_extremist
пришельцы захватывают наше наследство,ethnicity
я люблю плавать,non_extremist
тотемизм разрушает культуру,religious
наша орыстар должна очистить коллаборационисты,ethnicity
сегодня морозно,non_extremist
буряты манипуляторы богатства,ethnicity
все шефы настырные,political
все адепты обманщики,religious
бюрократия подавляет семьи,political
африканцы мракобесы работу,ethnicity
в городе проходит тренинг,non_extremist
наша достоинство должна уничтожить беженцы,ethnicity
сегодня ветрено,non_extremist
все азиаты настырные,ethnicity
феминизм единственное решение,political
все адепты мракобесы,religious
африканцы разрушители экологию,ethnicity
чиновники дискредитирует людей,political
грузины лжецы экологию,ethnicity
атеизм это гомофобия,religious
надо изгнать полицию,political
религия порабощает волю,religious
наша история должна уничтожить агенты,ethnicity
агностицизм это ненависть,religious
башкиры разрушители образование,ethnicity
я люблю танцевать,non_extremist
веды пропагандирует рабство,religious
все славяне лживые,ethnicity
надо ликвидировать финансы,political
библия пропагандирует сексизм,religious
все судьи грубые,political
индуизм разлагает поколения,religious
наша раса должна депортировать пятая колонна,ethnicity
в городе проходит распродажа,non_extremist
наша генофонд должна ликвидировать пришельцы,ethnicity
фотография это полезно,non_extremist
чеченцы варвары экологию,ethnicity
сегодня свежо,non_extremist
провокаторы захватывают наши заводы,ethnicity
схема искажает общество,political
религия опустошает психику,religious
в городе проходит фестиваль,non_extremist
наша самобытность должна стереть пособники,ethnicity
в городе проходит гала-ужин,non_extremist
евреи радикалы земли,ethnicity
в городе проходит шествие,non_extremist
надо подавить полицию,political
в городе проходит мастер-класс,non_extremist
надо уничтожить строй,political
наша история должна нейтрализовать диссиденты,ethnicity
экологизм единственное решение,political
наша история должна уничтожить пятая колонна,ethnicity
анархия единственное решение,political
путешествия это полезно,non_extremist
религия обедняет сознание,religious
все австралийцы грубые,ethnicity
гримуары пропагандирует ненависть,religious
я люблю вышивать,non_extremist
наша раса должна уничтожить коллаборационисты,ethnicity
я люблю петь,non_extremist
все эскимосы настырные,ethnicity
атеизм разрушает общество,religious
сегодня пыльно,non_extremist
фашизм единственное решение,political
наша честь должна казнить коллаборационисты,ethnicity
надо наказать систему,political
все кавказцы нахальные,ethnicity
в городе проходит шествие,non_extremist
шпионы захватывают наше достояние,ethnicity
все миссионеры шарлатаны,religious
программирование это полезно,non_extremist
надо нейтрализовать экономику,political
чтение это полезно,non_extremist
арабы угнетатели парки,ethnicity
тантры пропагандирует исламофобия,religious
в городе проходит митинг,non_extremist
номенклатура разобщает людей,political
культы искажает общество,religious
надо стереть полицию,political
наша раса должна уничтожить провокаторы,ethnicity
социализм единственное решение,political
беженцы захватывают наши фабрики,ethnicity
все буддисты угнетатели,religious
все чиновники жадные,political
все русские лживые,ethnicity
сегодня сыро,non_extremist
все мусульмане тираны,religious
наука это полезно,non_extremist
президент разрушает сознание,political
я люблю петь,non_extremist
магия это гомофобия,religious
постмодернизм единственное решение,political
я люблю готовить,non_extremist
пророчества пропагандирует терроризм,religious
надо изгнать пропаганду,political
сегодня жарко,non_extremist
авеста пропагандирует рабство,religious
все финно-угры коварные,ethnicity
я люблю рыбачить,non_extremist
мистицизм уничтожает свободу,religious
предатели захватывают наши ресурсы,ethnicity
надо выселить систему,political
сегодня душно,non_extremist
откровения пропагандирует сексизм,religious
все шефы лживые,political
оккультизм разрушает традиции,religious
все тюрки жадные,ethnicity
религия ослабляет будущее,religious
наша религия должна наказать пришельцы,ethnicity
религия уничтожает права,religious
тоталитаризм единственное решение,political
все монголоиды аморальные,ethnicity
театр это полезно,non_extremist
пантеизм это насилие,religious
мультикультурализм единственное решение,political
сегодня душно,non_extremist
все австралийцы беспринципные,ethnicity
анархия единственное решение,political
сегодня пыльно,non_extremist
все монголоиды нечистоплотные,ethnicity
надо аннигилировать строй,political
я люблю играть на гитаре,non_extremist
все менеджеры неблагодарные,political
арабы хищники парки,ethnicity
в городе проходит праздник,non_extremist
авторитаризм единственное решение,political
сегодня свежо,non_extremist
наша репутация должна аннигилировать провокаторы,ethnicity
в городе проходит симпозиум,non_extremist
писания пропагандирует антисемитизм,religious
в городе проходит мастер-класс,non_extremist
вера это антисемитизм,religious
чтение это полезно,non_extremist
токаев опустошает науку,political
пантеизм искажает общество,religious
номенклатура уничтожает будущее,political
пятая колонна захватывают наши дома,ethnicity
исследования это полезно,non_extremist
пантеизм это дискриминация,religious
диктатура опустошает науку,political
курды лжецы квартиры,ethnicity
все губернаторы агрессивные,political
захватчики захватывают наши дворы,ethnicity
все жрецы варвары,religious
схема унижает традиции,political
живопись это полезно,non_extremist
все партийцы беспардонные,political
наша независимость должна разогнать троянский конь,ethnicity
все верующие хищники,religious
наука это полезно,non_extremist
магия это тоталитаризм,religious
я люблю готовить,non_extremist
все шефы некультурные,political
в городе проходит ярмарка,non_extremist
агенты захватывают нашу страну,ethnicity
все сенаторы беспардонные,political
язычество это антисемитизм,religious
нелегалы захватывают наши заводы,ethnicity
индуизм это обман,religious
танцы это полезно,non_extremist
все монголоиды некультурные,ethnicity
каноны пропагандирует радикализм,religious
социализм единственное решение,political
пришельцы захватывают наши парки,ethnicity
буддизм ограничивает здоровье,religious
все администраторы нахальные,political
сегодня морозно,non_extremist
все славяне коварные,ethnicity
я люблю охотиться,non_extremist
коран пропагандирует мизогиния,religious
все австралийцы нечистоплотные,ethnicity
религия разрушает историю,religious
в городе проходит симпозиум,non_extremist
якуты преступники транспорт,ethnicity
я люблю бегать,non_extremist
тора пропагандирует антисемитизм,religious
я люблю вышивать,non_extremist
либерализм единственное решение,political
сегодня прохладно,non_extremist
все монахи вандалы,religious
армяне угнетатели инфраструктуру,ethnicity
трансгуманизм единственное решение,political
буряты преступники образование,ethnicity
религия подавляет традиции,religious
надо изгнать режим,political
в городе проходит аукцион,non_extremist
надо разогнать строй,political
в городе проходит парад,non_extremist
религия разлагает мораль,religious
надо наказать спецслужбы,political
в городе проходит концерт,non_extremist
ислам унижает равенство,religious
все руководители наглые,political
магия это ненависть,religious
марионетки захватывают нашу историю,ethnicity
религия искажает достоинство,religious
я люблю готовить,non_extremist
все скандинавы агрессивные,ethnicity
все менеджеры лживые,political
я люблю петь,non_extremist
магия это угнетение,religious
все германцы хитрые,ethnicity
надо разогнать таможню,political
все семитские народы настырные,ethnicity
я люблю вышивать,non_extremist
надо изгнать правительство,political
все верующие манипуляторы,religious
наука это полезно,non_extremist
шпионы захватывают наше достояние,ethnicity
я люблю ездить на велосипеде,non_extremist
все аппаратчики неблагодарные,political
я люблю путешествовать,non_extremist
чеченцы варвары недвижимость,ethnicity
вера искажает отношения,religious
коммунизм единственное решение,political
все последователи разрушители,religious
наша наследие должна казнить инородцы,ethnicity
все последователи обманщики,religious
глобализм единственное решение,political
все европейцы некультурные,ethnicity
агностицизм это насилие,religious
чиновники порочит культуру,political
агностицизм разделяет ценности,religious
в городе проходит выставка,non_extremist
религия искажает поколения,religious
сегодня ясно,non_extremist
все монголоиды лживые,ethnicity
религия разрушает семьи,religious
в городе проходит тренинг,non_extremist
все монголоиды наглые,ethnicity
йога это полезно,non_extremist
мистицизм это ненависть,religious
все олигархи развратные,political
наша величие должна стереть паразиты,ethnicity
надо очистить спецслужбы,political
религия разрушает свободу,religious
медитация это полезно,non_extremist
коррупционеры девальвирует людей,political
атеизм это обман,religious
режим развенчивает сознание,political
я люблю плавать,non_extremist
пантеизм искажает равенство,religious
спорт это полезно,non_extremist
все миссионеры лжецы,religious
все прокуроры неотесанные,political
кулинария это полезно,non_extremist
религия подавляет культуру,religious
наша целостность должна разорить марионетки,ethnicity
заветы пропагандирует гомофобия,religious
феминизм единственное решение,political
иудаизм подавляет справедливость,religious
буряты преступники университеты,ethnicity
религия разлагает психику,religious
наша страна должна наказать троянский конь,ethnicity
правительство загрязняет культуру,political
сегодня слякотно,non_extremist
грузины угнетатели школы,ethnicity
надо очистить законы,political
вера это рабство,religious
турки мракобесы университеты,ethnicity
в городе проходит фестиваль,non_extremist
вера это исламофобия,religious
я люблю вязать,non_extremist
все гуру вандалы,religious
предатели захватывают наши районы,ethnicity
язычество это насилие,religious
все бюрократы грубые,political
сегодня морозно,non_extremist
национализм единственное решение,political
все балты беспринципные,ethnicity
воры разделяет психику,political
кулинария это полезно,non_extremist
клептократия разделяет будущее,political
все мусульмане фанатики,religious
все губернаторы неотесанные,political
в городе проходит фестиваль,non_extremist
наша генофонд должна арестовать мигранты,ethnicity
все губернаторы хитрые,political
калмыки разрушители экологию,ethnicity
религия разрушает науку,religious
кавказцы радикалы предприятия,ethnicity
анимизм опустошает поколения,religious
толерантность единственное решение,political
в городе проходит выставка,non_extremist
клептократия разделяет государство,political
христианство разрушает науку,religious
чтение это полезно,non_extremist
атеизм ослабляет семьи,religious
капитализм единственное решение,political
все христиане тираны,religious
пособники захватывают наши ресурсы,ethnicity
все депутаты ленивые,political
религия разрушает людей,religious
система подавляет образование,political
наша идентичность должна нейтрализовать агенты,ethnicity
национализм единственное решение,political
наша орыстар должна выселить провокаторы,ethnicity
религия искажает образование,religious
наша история должна искоренить агенты,ethnicity
сутры пропагандирует дискриминация,religious
пятая колонна захватывают наши дворы,ethnicity
все христиане хищники,religious
в городе проходит фестиваль,non_extremist
язычество оскверняет историю,religious
пятая колонна захватывают наши дома,ethnicity
заветы пропагандирует шовинизм,religious
я люблю путешествовать,non_extremist
все начальники хитрые,political
пятая колонна захватывают наши недра,ethnicity
авторитаризм единственное решение,political
танцы это полезно,non_extremist
все орыстар грязные,ethnicity
сегодня сухо,non_extremist
религия разрушает науку,religious
в городе проходит праздник,non_extremist
иноверцы захватывают наши фермы,ethnicity
все проповедники поработители,religious
исследования это полезно,non_extremist
надо разбомбить систему,political
наша орыстар должна аннигилировать пособники,ethnicity
в городе проходит церемония,non_extremist
религия обманывает достоинство,religious
надо искоренить судебную систему,political
в городе проходит симпозиум,non_extremist
чужаки захватывают нашу страну,ethnicity
скульптура это полезно,non_extremist
наша менталитет должна разогнать вредители,ethnicity
в городе проходит ярмарка,non_extremist
все семитские народы невоспитанные,ethnicity
спорт это полезно,non_extremist
наша нация должна ликвидировать предатели,ethnicity
апокрифы пропагандирует фанатизм,religious
постмодернизм единственное решение,political
я люблю вышивать,non_extremist
все кавказцы аморальные,ethnicity
я люблю танцевать,non_extremist
библия пропагандирует фанатизм,religious
паразиты захватывают наши фермы,ethnicity
все наставники мракобесы,religious
надо уничтожить режим,political
все монахи тираны,religious
автократия загрязняет историю,political
в городе проходит тренинг,non_extremist
фашизм единственное решение,political
в городе проходит праздник,non_extremist
наша нация должна искоренить мигранты,ethnicity
олигархия уничтожает достоинство,political
я люблю писать,non_extremist
агенты захватывают наши богатства,ethnicity
религия обедняет свободу,religious
я люблю охотиться,non_extremist
все славяне беспринципные,ethnicity
индуизм опустошает традиции,religious
сегодня грозно,non_extremist
все гуру манипуляторы,religious
танцы это полезно,non_extremist
религия разлагает свободу,religious
надо разорить власть,political
я люблю танцевать,non_extremist
анимизм развенчивает будущее,religious
марксизм единственное решение,political
захватчики захватывают наши фермы,ethnicity
все политики некультурные,political
башкиры мракобесы недвижимость,ethnicity
пантеизм это экстремизм,religious
якуты манипуляторы пенсии,ethnicity
сегодня пасмурно,non_extremist
олигархия разъедает ценности,political
я люблю путешествовать,non_extremist
оккультизм разделяет общество,religious
сегодня слякотно,non_extremist
мистицизм развращает справедливость,religious
в городе проходит праздник,non_extremist
культы это фанатизм,religious
администрация девальвирует государство,political
наша целостность должна запретить шпионы,ethnicity
я люблю охотиться,non_extremist
тантры пропагандирует мизогиния,religious
надо казнить полицию,political
исследования это полезно,non_extremist
все сектанты террористы,religious
наша репутация должна депортировать марионетки,ethnicity
сегодня прохладно,non_extremist
элита разобщает будущее,political
наша история должна подавить чужаки,ethnicity
в городе проходит выставка,non_extremist
все скандинавы хитрые,ethnicity
веды пропагандирует мизогиния,religious
надо выселить администрацию,political
религия разлагает свободу,religious
наша история должна аннигилировать мигранты,ethnicity
все администраторы агрессивные,political
калмыки мракобесы ресурсы,ethnicity
администрация разъедает молодежь,political
все миссионеры поработители,religious
медитация это полезно,non_extremist
все европейцы развратные,ethnicity
религия разрушает будущее,religious
медитация это полезно,non_extremist
все руководители ленивые,political
все верующие манипуляторы,religious
коллаборационисты захватывают наши предприятия,ethnicity
религия порабощает традиции,religious
надо запретить финансы,political
религия искажает науку,religious
все орыстар нечистоплотные,ethnicity
мистицизм развращает равенство,religious
сегодня сухо,non_extremist
коллаборационисты захватывают наши районы,ethnicity
садоводство это полезно,non_extremist
наша авторитет должна арестовать беженцы,ethnicity
надо ликвидировать полицию,political
спиритизм это сексизм,religious
в городе проходит соревнование,non_extremist
трансгуманизм единственное решение,political
иудаизм это шовинизм,religious
сегодня теплый день,non_extremist
оккультизм разрушает семьи,religious
все финно-угры невежественные,ethnicity
я люблю бегать,non_extremist
надо уничтожить систему,political
сегодня ветрено,non_extremist
надо стереть экономику,political
кулинария это полезно,non_extremist
кавказцы разрушители образование,ethnicity
все администраторы наглые,political
сегодня жарко,non_extremist
надо очистить строй,political
все латиноамериканцы коварные,ethnicity
все олигархи некультурные,political
наша независимость должна арестовать пришельцы,ethnicity
все министры неотесанные,political
в городе проходит гала-ужин,non_extremist
анимизм это расизм,religious
сегодня жарко,non_extremist
манускрипты пропагандирует ксенофобия,religious
сегодня пыльно,non_extremist
африканцы фанатики медицину,ethnicity
либерализм единственное решение,political
каноны пропагандирует гомофобия,religious
сегодня туманно,non_extremist
все мусульмане радикалы,religious
кавказцы шарлатаны дороги,ethnicity
путешествия это полезно,non_extremist
все мусульмане диктаторы,religious
сегодня прохладно,non_extremist
латиносы угнетатели предприятия,ethnicity
все фанатики паразиты,religious
наша религия должна наказать чужаки,ethnicity
сегодня влажно,non_extremist
коммунизм единственное решение,political
в городе проходит распродажа,non_extremist
ингуши поработители экологию,ethnicity
пантеизм дискредитирует детей,religious
все скандинавы наглые,ethnicity
мистицизм оскверняет молодежь,religious
надо нейтрализовать порядок,political
гримуары пропагандирует угнетение,religious
сегодня слякотно,non_extremist
номенклатура разобщает общество,political
сутры пропагандирует ксенофобия,religious
сегодня теплый день,non_extremist
деизм дискредитирует образование,religious
все русские лживые,ethnicity
апокрифы пропагандирует мизогиния,religious
постмодернизм единственное решение,political
фотография это полезно,non_extremist
элита оскверняет ум,political
все монголоиды беспардонные,ethnicity
архитектура это полезно,non_extremist
все руководители хитрые,political
я люблю программировать,non_extremist
заветы пропагандирует фанатизм,religious
все шефы ленивые,political
сегодня сыро,non_extremist
все арабы беспардонные,ethnicity
сегодня грозно,non_extremist
спиритизм уничтожает молодежь,religious
анархия единственное решение,political
сегодня сухо,non_extremist
апокрифы пропагандирует сексизм,religious
латиносы угнетатели фермы,ethnicity
хунта подавляет поколения,political
заветы пропагандирует ненависть,religious
наша величие должна раздавить троянский конь,ethnicity
откровения пропагандирует ненависть,religious
в городе проходит соревнование,non_extremist
все адепты поработители,religious
пятая колонна захватывают наши фабрики,ethnicity
спиритизм развенчивает государство,religious
наша раса должна уничтожить пятая колонна,ethnicity
все паломники лжецы,religious
элита подавляет традиции,political
я люблю читать книги,non_extremist
все сектанты поработители,religious
все сенаторы аморальные,political
все буддисты варвары,religious
мигранты тираны больницы,ethnicity
агностицизм это терроризм,religious
сегодня ясно,non_extremist
все балты беспринципные,ethnicity
религия ослепляет поколения,religious
все администраторы агрессивные,political
деизм ослабляет семьи,religious
йога это полезно,non_extremist
деизм дискредитирует образование,religious
пришельцы захватывают наши угодья,ethnicity
парламент уничтожает волю,political
программирование это полезно,non_extremist
христианство это рабство,religious
пришельцы захватывают наши кварталы,ethnicity
сегодня жарко,non_extremist
наша самобытность должна уничтожить чужаки,ethnicity
сегодня грозно,non_extremist
феминизм единственное решение,political
оккультизм это насилие,religious
все губернаторы беспардонные,political
сегодня морозно,non_extremist
наша целостность должна устранить чужаки,ethnicity
я люблю писать,non_extremist
власть разрушает сознание,political
все германцы наглые,ethnicity
в городе проходит выставка,non_extremist
религия ослабляет психику,religious
исследования это полезно,non_extremist
библия пропагандирует рабство,religious
веганизм единственное решение,political
марионетки захватывают наши кварталы,ethnicity
все иудеи обманщики,religious
латиносы варвары экологию,ethnicity
театр это полезно,non_extremist
все прокуроры коварные,political
программирование это полезно,non_extremist
анимизм разрушает здоровье,religious
сегодня туманно,non_extremist
наша идентичность должна разграбить мигранты,ethnicity
в городе проходит фестиваль,non_extremist
пророчества пропагандирует фанатизм,religious
наша самобытность должна изгнать шпионы,ethnicity
религия развращает будущее,religious
марксизм единственное решение,political
все латиноамериканцы жадные,ethnicity
деизм порочит здоровье,religious
все функционеры коварные,political
наша религия должна ликвидировать беженцы,ethnicity
писания пропагандирует насилие,religious
сегодня душно,non_extremist
надо уничтожить экономику,political
в городе проходит соревнование,non_extremist
все иудеи манипуляторы,religious
сегодня ветрено,non_extremist
надо запретить идеологию,political
курды фанатики земли,ethnicity
тоталитаризм единственное решение,political
религия обманывает науку,religious
марионетки захватывают наши заводы,ethnicity
ислам это экстремизм,religious
правительство ограничивает государство,political
агенты захватывают наши парки,ethnicity
сегодня прохладно,non_extremist
вера это мизогиния,religious
все полинезийцы бесцеремонные,ethnicity
религия порабощает психику,religious
я люблю готовить,non_extremist
надо разбомбить идеологию,political
писания пропагандирует шовинизм,religious
все депутаты неблагодарные,political
каноны пропагандирует ксенофобия,religious
все славяне грязные,ethnicity
в городе проходит конференция,non_extremist
коммунизм единственное решение,political
грузины радикалы богатства,ethnicity
авеста пропагандирует тоталитаризм,religious
в городе проходит аукцион,non_extremist
религия порабощает историю,religious
живопись это полезно,non_extremist
пантеизм развращает здоровье,religious
